tick,health,armor,ammo_bullets,ammo_shells,ammo_cells,ammo_rockets,pos_x,pos_y,pos_z,mom_x,mom_y,mom_z,speed,health_delta,ammo_bullets_delta,ammo_shells_delta,ammo_cells_delta,ammo_rockets_delta,distance_delta,damage_count,attack_down,cheats_flag,god_mode,noclip,infinite_ammo,speedhack,damage_attempts,shots_fired,player_state
843,73,0,50,0,0,0,-85,-1462,0,-45796,-2293760,0,35.0070,0,0,0,0,0,111.8126,0,0,256,0,0,0,1,0,0,0
845,73,0,50,0,0,0,-86,-1517,0,-8610,0,0,0.1314,0,0,0,0,0,54.9139,0,0,256,0,0,0,1,0,0,0
848,73,0,50,0,0,0,-86,-1517,0,-4830,0,0,0.0737,0,0,0,0,0,0.3300,0,0,256,0,0,0,1,0,0,0
850,73,0,50,0,0,0,-87,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.1346,0,0,256,0,0,0,1,0,0,0
853,73,0,50,0,0,0,-87,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,256,0,0,0,1,0,0,0
855,73,0,50,0,0,0,-87,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,256,0,0,0,1,0,0,0
858,73,0,50,0,0,0,-87,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,256,0,0,0,1,0,0,0
860,73,0,50,0,0,0,-87,-1517,0,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,256,0,0,0,1,0,0,0
863,73,0,50,0,0,0,-87,-1517,0,-183988,198061,0,4.1249,0,0,0,0,0,0.0000,0,0,256,0,0,0,1,0,0,0
865,73,0,50,0,0,0,-96,-1507,0,-688011,742627,0,15.4472,0,0,0,0,0,13.3241,0,0,256,0,0,0,1,0,0,0
868,73,0,50,0,0,0,-144,-1455,0,-1971298,2124601,0,44.2240,0,0,0,0,0,71.1669,0,0,256,0,0,0,1,0,0,0
870,73,0,50,0,0,0,-209,-1387,0,-2293760,2293760,0,49.4975,0,0,0,0,0,93.7052,0,0,256,0,0,0,1,0,0,0
873,73,0,50,8,0,0,-314,-1282,0,-1881600,1881600,0,40.6034,0,0,8,0,0,148.4924,0,0,256,0,0,0,1,0,0,0
875,73,0,50,8,0,0,-366,-1230,0,-1266300,1266090,0,27.3235,0,0,0,0,0,73.9109,0,0,256,0,0,0,1,0,0,0
878,73,0,100,8,0,0,-429,-1172,0,-154644,-184899,0,3.6780,0,50,0,0,0,84.9741,0,0,256,0,0,0,1,0,0,0
880,73,0,100,8,0,0,-426,-1180,0,466384,-570714,0,11.2463,0,0,0,0,0,8.1371,0,0,256,0,0,0,1,0,0,0
